mini,base_mm2,cost,faction,price,price_old
Jackal Alphus,60 x 35.5mm,55.0,Genestealer_Cult,44.16,44.16
Clamavus,32mm,50.0,Genestealer_Cult,32.2,32.2
Locus,32mm,45.0,Genestealer_Cult,32.2,32.2
Sanctus,32mm,50.0,Genestealer_Cult,32.2,32.2
Kelermorph,32mm,60.0,Genestealer_Cult,32.2,32.2
Nexos,40mm,60.0,Genestealer_Cult,32.2,32.2
Biophagus,25mm,50.0,Genestealer_Cult,32.2,32.2
Achilles Ridgerunners,120 x 92mm,95.0,Adeptus_Custodes,55.2,55.2
Achilles Ridgerunners,120 x 92mm,170.0,Adeptus_Custodes,55.2,55.2
ATALAN JACKAL,60 x 35.5mm,85.0,Adeptus_Custodes,59.8,59.8
ATALAN JACKAL,60 x 35.5mm,150.0,Adeptus_Custodes,59.8,59.8
ATALAN WOLFQUAD,60mm,85.0,Space_Wolves,54.739999999999995,54.739999999999995
ATALAN WOLFQUAD,60mm,150.0,Space_Wolves,54.739999999999995,54.739999999999995
Tectonic Fragdrill,Use model,125.0,Adeptus_Mechanicus,59.8,59.8
Seraptek Heavy Construct,Use model,540.0,Necrons,48.76,48.76
Inquisitor Eisenhorn,32mm,65.0,Inquisition,44.16,44.16
Tech-priest Manipulus,50mm,60.0,Adeptus_Mechanicus,40.02,40.02
Master Of Possession,40mm,60.0,Chaos_Space_Marines,35.88,35.88
Lord Discordant On Helstalker,120 x 92mm,160.0,Necrons,75.44,75.44
Master Of Executions,40mm,80.0,Chaos_Space_Marines,28.52,28.52
Venomcrawler,100mm,110.0,Drukhari,55.2,55.2
Noctilith Crown,Use model,125.0,Necrons,54.28,54.28
Skull Altar,Use model,105.0,Chaos_Daemons,48.76,48.76
Infernal Enrapturess,60 x 35.5mm,60.0,Chaos_Daemons,44.16,44.16
Rein And Raus,25mm,50.0,Craftworlds,52.900000000000006,52.900000000000006
Amallyn Shadowguide,32mm,75.0,Imperial_Assassins,38.64,38.64
Rogue Psyker,32mm,60.0,Harlequins,37.72,37.72
Negavolt Cultists,32mm,55.0,Genestealer_Cult,44.16,44.16
Spindle Drones,25mm,35.0,Death_Guard,55.2,55.2
Fellgor Beastmen,32mm,70.0,Chaos_Space_Marines,55.2,55.2
Assault Intercessor Squad,32mm,75.0,Space_Marines,59.8,59.8
Assault Intercessor Squad,32mm,75.0,Space_Marines,59.8,59.8
Assault Intercessor Squad,32mm,150.0,Space_Marines,59.8,59.8
Assault Intercessor Squad,32mm,150.0,Space_Marines,59.8,59.8
Land Raider Achilles,Use model,285.0,Drukhari,55.2,55.2
Land Raider Proteus,Use model,250.0,Drukhari,55.2,55.2
Fire Raptor Gunship,120 x 92mm flying base,290.0,Chaos_Space_Marines,55.2,55.2
Storm Speeder Thunderstrike,90mm,150.0,Space_Marines,75.44,75.44
Chief Librarian Tigurius,40mm,75.0,Space_Marines,37.72,37.72
Ambull,50mm,85.0,Space_Marines,54.28,54.28
Contorted Epitome,75 x 42mm,100.0,Chaos_Daemons,55.2,55.2
Shalaxi Helbane,100mm,380.0,Drukhari,156.4,156.4
Syll'esske,50mm,120.0,Chaos_Daemons,55.2,55.2
Skorpius Dunerider,Use model,85.0,Adeptus_Mechanicus,77.28,77.28
Skorpius Disintegrator,Use model,165.0,Adeptus_Mechanicus,77.28,77.28
Knight Despoiler,170 x 109mm,375.0,Imperial_Knights,156.4,156.4
Knight Tyrant,170 x 109mm,410.0,Imperial_Knights,179.4,179.4
Knight Desecrator,170 x 109mm,365.0,Chaos_Knights,139.84,139.84
Knight Rampager,170 x 109mm,365.0,Chaos_Knights,78.2,78.2
Chaos Acastus Knight Asterius,Use model,765.0,Chaos_Daemons,607.2,607.2
War Dog Moirax,100mm,150.0,Imperial_Knights,179.4,179.4
Acastus Knight Asterius,Use model,765.0,Imperial_Knights,607.2,607.2
Falchion,Use model,515.0,Craftworlds,52.900000000000006,52.900000000000006
Gladiator Reaper,100mm,160.0,Space_Marines,88.32,88.32
Eliminator Squad,40mm,85.0,Space_Marines,63.48,63.48
Ares Gunship,160mm,580.0,Tau_Empire,55.2,55.2
X-101,32mm,40.0,Space_Marines,54.28,54.28
Gladiator Valiant,100mm,150.0,Space_Marines,88.32,88.32
Terrax-pattern Termite,Use model,200.0,Space_Marines,54.28,54.28
Da Red Gobbo,32mm,40.0,Orks,55.2,55.2
Carnodon,Use model,160.0,Adepta_Sororitas,56.12,56.12
Death Company Marines,32mm,85.0,Blood_Angels,40.02,40.02
Death Company Marines,32mm,160.0,Blood_Angels,40.02,40.02
Triumph Of Saint Katherine,120 x 92mm,235.0,Adepta_Sororitas,112.24,112.24
Junith Eruita,50mm,80.0,Adepta_Sororitas,42.32,42.32
Zephyrim Squad,32mm,80.0,Adepta_Sororitas,59.8,59.8
Zephyrim Squad,32mm,160.0,Adepta_Sororitas,59.8,59.8
Mortifiers,50mm,70.0,Adepta_Sororitas,59.8,59.8
Mortifiers,50mm,140.0,Adepta_Sororitas,59.8,59.8
Battle Sanctum,Use model,170.0,Adepta_Sororitas,106.72,106.72
Attack Bike Squad,Use model,55.0,Space_Marines,54.28,54.28
Attack Bike Squad,Use model,110.0,Space_Marines,54.28,54.28
Attack Bike Squad,Use model,165.0,Space_Marines,54.28,54.28
Warbringer Nemesis Titan,Use model,2600.0,Grey_Knights,56.12,56.12
Big Mek With Kustom Force Field,40mm,55.0,Orks,55.2,55.2
Serberys Sulphurhounds,60 x 35.5mm,55.0,Adeptus_Mechanicus,59.8,59.8
Serberys Sulphurhounds,60 x 35.5mm,110.0,Adeptus_Mechanicus,59.8,59.8
Serberys Raiders,60 x 35.5mm,60.0,Adeptus_Mechanicus,56.12,56.12
Serberys Raiders,60 x 35.5mm,120.0,Adeptus_Mechanicus,56.12,56.12
Pteraxii Sterylizors,40mm,80.0,Adeptus_Mechanicus,59.8,59.8
Pteraxii Sterylizors,40mm,160.0,Adeptus_Mechanicus,59.8,59.8
Pteraxii Skystalkers,40mm,70.0,Adeptus_Mechanicus,59.8,59.8
Pteraxii Skystalkers,40mm,140.0,Adeptus_Mechanicus,59.8,59.8
Archaeopter Transvector,170 x 109mm,150.0,Adeptus_Mechanicus,112.24,112.24
Archaeopter Stratoraptor,170 x 109mm,185.0,Adeptus_Mechanicus,112.24,112.24
Archaeopter Fusilave,170 x 109mm,160.0,Adeptus_Mechanicus,112.24,112.24
Aleya,32mm,65.0,Chaos_Daemons,55.2,55.2
Inquisitor Draxus,32mm,75.0,Inquisition,32.2,32.2
Inquisitor Draxus,32mm,95.0,Inquisition,32.2,32.2
Illuminor Szeras,80mm,165.0,Necrons,46.92,46.92
The Archivist,50mm,70.0,Ynnari,40.02,40.02
Hellblaster Squad,32mm,110.0,Space_Marines,59.8,59.8
Hellblaster Squad,32mm,220.0,Space_Marines,59.8,59.8
Aggressor Squad,40mm,100.0,Space_Marines,55.2,55.2
Aggressor Squad,40mm,200.0,Space_Marines,55.2,55.2
Adrax Agatone,40mm,85.0,Harlequins,37.72,37.72
Land Speeder Typhoon,60mm flying base,100.0,Space_Marines,54.28,54.28
Command Squad,32mm,165.0,Space_Marines,44.16,44.16
Command Squad,32mm,165.0,Space_Marines,44.16,44.16
Darnath Lysander,50mm,100.0,Space_Marines,43.24,43.24
Plasmancer,32mm,55.0,Necrons,48.76,48.76
Skorpekh Lord,60mm,90.0,Necrons,48.76,48.76
Skorpekh Destroyers,50mm,90.0,Necrons,51.52,51.52
Skorpekh Destroyers,50mm,180.0,Necrons,51.52,51.52
Cryptothralls,32mm,60.0,Necrons,48.76,48.76
Canoptek Reanimator,60mm,75.0,Necrons,48.76,48.76
Canoptek Scarab Swarms,40mm,40.0,Necrons,48.76,48.76
Canoptek Scarab Swarms,40mm,80.0,Necrons,48.76,48.76
Canoptek Doomstalker,90mm,140.0,Necrons,37.72,37.72
Lokhust Heavy Destroyers,60mm,55.0,Necrons,35.88,35.88
Lokhust Heavy Destroyers,60mm,110.0,Necrons,35.88,35.88
Lokhust Heavy Destroyers,60mm,165.0,Necrons,35.88,35.88
Land Raider Redeemer,Use model,270.0,Space_Marines,105.8,105.8
Land Raider Redeemer,Use model,270.0,Grey_Knights,105.8,105.8
Devastator Squad,32mm,120.0,Space_Marines,50.6,50.6
Devastator Squad,32mm,200.0,Space_Marines,50.6,50.6
Primaris Company Champion,32mm,55.0,Chaos_Space_Marines,55.2,55.2
Spartan,Use model,315.0,Chaos_Daemons,55.2,55.2
Sternguard Veteran Squad,32mm,100.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,100.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,200.0,Space_Marines,54.28,54.28
Sternguard Veteran Squad,32mm,200.0,Space_Marines,54.28,54.28
Stalker,Use model,140.0,Space_Marines,54.28,54.28
Librarian,40mm,65.0,Space_Marines,31.28,31.28
Deathstorm Drop Pod,Use model,95.0,Space_Marines,54.28,54.28
Deimos Predator,Use model,115.0,Space_Marines,54.28,54.28
Deredeo Dreadnought,80mm,170.0,Space_Marines,54.28,54.28
Desolation Squad,32mm,200.0,Space_Marines,55.2,55.2
Death Company Marines,32mm,85.0,Blood_Angels,40.02,40.02
Death Company Marines,32mm,160.0,Blood_Angels,40.02,40.02
Sammael,60mm flying base,115.0,Dark_Angels,55.2,55.2
Lazarus,40mm,70.0,Genestealer_Cult,44.16,44.16
Deathwing Command Squad,40mm,200.0,Dark_Angels,56.12,56.12
Deathwing Command Squad,40mm,400.0,Dark_Angels,56.12,56.12
Royal Warden,32mm,50.0,Necrons,35.88,35.88
Lokhust Lord,60mm flying base,80.0,Necrons,48.76,48.76
Technomancer,50mm,80.0,Necrons,40.02,40.02
Psychomancer,40mm,55.0,Necrons,33.12,33.12
Chronomancer,40mm,65.0,Necrons,40.02,40.02
Hexmark Destroyer,50mm,75.0,Necrons,33.12,33.12
C'tan Shard of the Void Dragon,80mm,300.0,Necrons,119.6,119.6
Ophydian Destroyers,50mm,80.0,Necrons,51.52,51.52
Ophydian Destroyers,50mm,160.0,Necrons,51.52,51.52
Lokhust Destroyers,60mm flying base,40.0,Necrons,35.88,35.88
Lokhust Destroyers,60mm flying base,60.0,Necrons,35.88,35.88
Lokhust Destroyers,60mm flying base,90.0,Necrons,35.88,35.88
Lokhust Destroyers,60mm flying base,180.0,Necrons,35.88,35.88
SZAREKH,100mm,400.0,Necrons,48.76,48.76
TRIARCHAL MENHIR,50mm,400.0,Necrons,48.76,48.76
Convergence Of Dominion,Use model,60.0,Necrons,56.12,56.12
Convergence Of Dominion,Use model,120.0,Necrons,56.12,56.12
Convergence Of Dominion,Use model,180.0,Necrons,56.12,56.12
Tomb Citadel Walls,Use model,920.0,Necrons,48.76,48.76
Guardian Drone,50mm,45.0,Craftworlds,52.900000000000006,52.900000000000006
GRENADIER,25mm,110.0,Drukhari,55.2,55.2
HEAVY WEAPONS TEAM,60mm,110.0,Space_Marines,48.76,48.76
QUARTERMASTER REVENANT,25mm,45.0,Tau_Empire,55.2,55.2
MEDICAE SERVITOR,25mm,45.0,Orks,55.2,55.2
Elysian Sniper Squad,60mm,65.0,Space_Marines,54.28,54.28
Death Rider Commissar,40mm,35.0,Astra_Militarum,55.2,55.2
Storm Chimera,Use model,90.0,Astra_Militarum,55.2,55.2
Mega Dread,Use model,225.0,Orks,55.2,55.2
Lord of Virulence,50mm,100.0,Death_Guard,40.02,40.02
Chaos Predator Destructor,Use model,145.0,Space_Marines,73.6,73.6
Miasmic Malignifier,Use model,105.0,Death_Guard,56.12,56.12
Deathwing Strikemaster,40mm,80.0,Dark_Angels,59.8,59.8
Court Of The Archon,25mm,95.0,Drukhari,55.2,55.2
Palatine,32mm,50.0,Adepta_Sororitas,35.88,35.88
Tor Garadon,40mm,90.0,Craftworlds,43.24,43.24
Technoarcheologist,32mm,45.0,Space_Marines,32.2,32.2
Skitarii Marshal,32mm,35.0,Adeptus_Mechanicus,32.2,32.2
Morvenn Vahl,60mm,170.0,Adepta_Sororitas,56.12,56.12
AESTRED THURGA,32mm,70.0,Adepta_Sororitas,56.12,56.12
AGATHAE DOLAN,25mm,70.0,Adepta_Sororitas,56.12,56.12
Celestian Sacresants,32mm,70.0,Adepta_Sororitas,59.8,59.8
Celestian Sacresants,32mm,130.0,Adepta_Sororitas,59.8,59.8
Dogmata,32mm,45.0,Adepta_Sororitas,56.12,56.12
Paragon Warsuits,50mm,210.0,Adepta_Sororitas,75.44,75.44
Castigator,Use model,160.0,Adepta_Sororitas,84.64,84.64
IBRAM GAUNT,28.5mm,100.0,Tyranids,57.5,57.5
TANITH GHOST,28.5mm,100.0,Astra_Militarum,55.2,55.2
Zodgrod Wortsnagga,50mm,90.0,Orks,44.16,44.16
Beastboss,50mm,80.0,Orks,40.02,40.02
Beastboss On Squigosaur,80mm,110.0,Orks,55.2,55.2
Painboss,40mm,70.0,Orks,40.02,40.02
Wurrboy,32mm,60.0,Orks,55.2,55.2
Mozrog Skragbad,80mm,145.0,Orks,55.2,55.2
BEAST SNAGGA BOY,32mm,95.0,Orks,55.2,55.2
BEAST SNAGGA BOY,32mm,190.0,Orks,55.2,55.2
BEAST SNAGGA NOB,32mm,95.0,Orks,55.2,55.2
BEAST SNAGGA NOB,32mm,190.0,Orks,55.2,55.2
Squighog Boyz,75 x 42mm,150.0,Orks,63.48,63.48
Squighog Boyz,75 x 42mm,300.0,Orks,63.48,63.48
Nob On Smasha Squig,90 x 52mm,150.0,Orks,55.2,55.2
Nob On Smasha Squig,90 x 52mm,300.0,Orks,55.2,55.2
Kill Rig,170 x 109mm,155.0,Orks,133.4,133.4
Hunta Rig,170 x 109mm,135.0,Orks,133.4,133.4
Big'ed Bossbunka,Use model,135.0,Orks,78.2,78.2
Infernal Master,40mm,95.0,Thousand_Sons,40.02,40.02
Chaos Predator Annihilator,Use model,130.0,Space_Marines,73.6,73.6
NOVITIATE SUPERIOR,32mm,100.0,Adepta_Sororitas,56.12,56.12
SISTER NOVITIATE,28.5mm,100.0,Adepta_Sororitas,58.88,58.88
Voidsmen-at-arms,25mm,50.0,Astra_Militarum,55.2,55.2
Voidsmen-at-arms,25mm,70.0,Astra_Militarum,55.2,55.2
Blade Champion,40mm,120.0,Adeptus_Custodes,40.02,40.02
Valerian,40mm,110.0,Thousand_Sons,55.2,55.2
Knight-centura,32mm,55.0,Imperial_Knights,179.4,179.4
Prosecutors,32mm,40.0,Astra_Militarum,55.2,55.2
Prosecutors,32mm,50.0,Astra_Militarum,55.2,55.2
Prosecutors,32mm,75.0,Astra_Militarum,55.2,55.2
Prosecutors,32mm,85.0,Astra_Militarum,55.2,55.2
Vigilators,32mm,50.0,Chaos_Space_Marines,55.2,55.2
Vigilators,32mm,65.0,Chaos_Space_Marines,55.2,55.2
Vigilators,32mm,100.0,Chaos_Space_Marines,55.2,55.2
Vigilators,32mm,110.0,Chaos_Space_Marines,55.2,55.2
Witchseekers,32mm,50.0,Chaos_Daemons,55.2,55.2
Witchseekers,32mm,65.0,Chaos_Daemons,55.2,55.2
Witchseekers,32mm,115.0,Chaos_Daemons,55.2,55.2
Witchseekers,32mm,125.0,Chaos_Daemons,55.2,55.2
Anathema Psykana Rhino,Use model,75.0,Space_Marines,54.28,54.28
Reductus Saboteur,32mm,65.0,Genestealer_Cult,35.88,35.88
Winged Hive Tyrant,60mm,170.0,Tyranids,59.8,59.8
Parasite Of Mortrex,40mm,80.0,Tyranids,40.02,40.02
Lieutenant In Phobos Armour,40mm,55.0,Space_Marines,33.12,33.12
Corsair Voidreavers,28.5mm,65.0,Drukhari,59.8,59.8
Corsair Voidreavers,28.5mm,110.0,Drukhari,59.8,59.8
Corsair Voidscarred,28.5mm,80.0,Drukhari,55.2,55.2
Corsair Voidscarred,28.5mm,160.0,Drukhari,55.2,55.2
Shroud Runners,60mm flying base,80.0,Craftworlds,67.62,67.62
Shroud Runners,60mm flying base,160.0,Craftworlds,67.62,67.62
Troupe Master,25mm,75.0,Harlequins,37.72,37.72
Shadowseer,25mm,60.0,Harlequins,26.68,26.68
Troupe,25mm,85.0,Harlequins,37.72,37.72
Troupe,25mm,100.0,Harlequins,37.72,37.72
Troupe,25mm,190.0,Harlequins,37.72,37.72
Troupe,25mm,205.0,Harlequins,37.72,37.72
Death Jester,25mm,90.0,Harlequins,26.68,26.68
Solitaire,25mm,115.0,Harlequins,30.82,30.82
Skyweavers,60mm flying base,95.0,Harlequins,41.4,41.4
Skyweavers,60mm flying base,190.0,Harlequins,41.4,41.4
Voidweaver,65mm,125.0,Harlequins,44.16,44.16
Starweaver,65mm,80.0,Harlequins,38.64,38.64
Yvraine,75 x 42mm,100.0,Ynnari,40.02,40.02
The Visarch,32mm,90.0,Ynnari,32.2,32.2
The Yncarne,80mm,260.0,Ynnari,55.2,55.2
War Dog Executioner,100mm,130.0,Chaos_Space_Marines,92.0,92.0
War Dog Stalker,100mm,140.0,Chaos_Knights,92.0,92.0
War Dog Karnivore,100mm,150.0,Chaos_Knights,92.0,92.0
War Dog Brigand,100mm,140.0,Imperial_Knights,92.0,92.0
War Dog Huntsman,100mm,140.0,Imperial_Knights,92.0,92.0
Knight Abominant,170 x 109mm,355.0,Chaos_Knights,179.4,179.4
Impulsor,100mm,80.0,Space_Marines,54.28,54.28
CULT DEMAGOGUE,32mm,90.0,Genestealer_Cult,44.16,44.16
OTHER MODELS,28.5mm,90.0,Tau_Empire,55.2,55.2
Legionaries,32mm,90.0,Chaos_Space_Marines,63.48,63.48
Legionaries,32mm,170.0,Chaos_Space_Marines,63.48,63.48
MUTANT,25mm,90.0,Chaos_Space_Marines,55.2,55.2
MUTANT,25mm,195.0,Chaos_Space_Marines,55.2,55.2
TORMENT,40mm,90.0,Tyranids,64.4,64.4
TORMENT,40mm,195.0,Tyranids,64.4,64.4
Chaos Predator Annihilator,Use model,135.0,Space_Marines,73.6,73.6
Bloodthirster,120 x 92mm,305.0,Chaos_Daemons,156.4,156.4
Blue Horrors,25mm,125.0,Chaos_Daemons,55.2,55.2
PINK HORROR,32mm,140.0,Chaos_Daemons,44.16,44.16
BLUE HORROR/BRIMSTONE HORROR,25mm,140.0,Chaos_Daemons,44.16,44.16
Imperial Navy Breachers,25mm,90.0,Adeptus_Mechanicus,59.8,59.8
FARSTALKERS & KILL-BROKER,28.5mm,85.0,Chaos_Knights,78.2,78.2
KROOT HOUNDS,28.5mm,85.0,Tau_Empire,40.02,40.02
TRAITOR ENFORCER,32mm,55.0,Space_Marines,51.06,51.06
TRAITOR OGRYN,40mm,55.0,Astra_Militarum,55.2,55.2
Traitor Guardsmen Squad,25mm,70.0,Space_Marines,48.76,48.76
Mutoid Vermin,25mm,85.0,Chaos_Space_Marines,55.2,55.2
NIGHTMARE HULK,40mm,125.0,Chaos_Space_Marines,55.2,55.2
GELLERPOX MUTANTS,25mm,125.0,Death_Guard,55.2,55.2
Ûthar The Destined,40mm,95.0,Leagues_of_Votann,40.02,40.02
Kâhl,40mm,70.0,Leagues_of_Votann,40.02,40.02
Einhyr Champion,40mm,70.0,Chaos_Space_Marines,40.02,40.02
GRIMNYR,40mm,65.0,Leagues_of_Votann,44.16,44.16
CORV,25mm,65.0,Tyranids,57.5,57.5
BRÔKHYR IRON-MASTER,32mm,75.0,Leagues_of_Votann,55.2,55.2
IRONKIN ASSISTANT,28.5mm,75.0,Leagues_of_Votann,55.2,55.2
E-COG,25mm,75.0,Leagues_of_Votann,55.2,55.2
Hearthkyn Warriors,28.5mm,100.0,Tyranids,55.2,55.2
Einhyr Hearthguard,32mm,135.0,Leagues_of_Votann,57.5,57.5
Einhyr Hearthguard,32mm,270.0,Leagues_of_Votann,57.5,57.5
Cthonian Beserks,28.5mm,100.0,Chaos_Space_Marines,57.5,57.5
Cthonian Beserks,28.5mm,200.0,Chaos_Space_Marines,57.5,57.5
Hernkyn Pioneers,90 x 52mm,80.0,Tyranids,63.48,63.48
Hernkyn Pioneers,90 x 52mm,160.0,Tyranids,63.48,63.48
Sagitaur,Use model,95.0,Leagues_of_Votann,63.48,63.48
Brôkhyr Thunderkyn,40mm,80.0,Leagues_of_Votann,55.2,55.2
Brôkhyr Thunderkyn,40mm,160.0,Leagues_of_Votann,55.2,55.2
Hekaton Land Fortress,Use model,240.0,Leagues_of_Votann,112.24,112.24
Lord Solar Leontus,80mm,130.0,Astra_Militarum,59.8,59.8
Ursula Creed,32mm,85.0,Leagues_of_Votann,55.2,55.2
Cadian Castellan,28.5mm,55.0,Astra_Militarum,35.88,35.88
CADIAN COMMANDER,28.5mm,65.0,Tau_Empire,55.2,55.2
CADIAN VETERAN GUARDSMAN,28.5mm,65.0,Deathwatch,48.76,48.76
Regimental Attachés,,40.0,Astra_Militarum,55.2,55.2
Cadian Shock Troops,25mm,65.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,65.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,120.0,Astra_Militarum,48.76,48.76
Cadian Shock Troops,25mm,120.0,Astra_Militarum,48.76,48.76
Death Korps Of Krieg,25mm,65.0,Astra_Militarum,48.76,48.76
Death Korps Of Krieg,25mm,145.0,Astra_Militarum,48.76,48.76
Catachan Jungle Fighters,25mm,65.0,Astra_Militarum,35.88,35.88
Catachan Jungle Fighters,25mm,120.0,Astra_Militarum,35.88,35.88
Kasrkin,28.5mm,110.0,Astra_Militarum,55.2,55.2
Attilan Rough Riders,60 x 35.5mm,60.0,Astra_Militarum,59.8,59.8
Attilan Rough Riders,60 x 35.5mm,120.0,Astra_Militarum,59.8,59.8
Rogal Dorn Battle Tank,Use model,250.0,Astra_Militarum,96.6,96.6
Aegis Defence Line,Use model,145.0,Astra_Militarum,78.2,78.2
Angron,100mm,360.0,Drukhari,55.2,55.2
Khârn The Betrayer,40mm,100.0,Chaos_Space_Marines,40.02,40.02
Lord Invocatus,90 x 52mm,110.0,Necrons,63.48,63.48
Daemon Prince of Khorne,60mm,200.0,Chaos_Daemons,55.2,55.2
Lord On Juggernaut,90 x 52mm,90.0,Necrons,63.48,63.48
Master of Executions,40mm,60.0,Chaos_Space_Marines,32.2,32.2
Khorne Berzerkers,32mm,180.0,Chaos_Space_Marines,45.08,45.08
Khorne Berzerkers,32mm,360.0,Chaos_Space_Marines,45.08,45.08
Jakhals,28.5mm,65.0,Genestealer_Cult,55.2,55.2
Jakhals,28.5mm,140.0,Genestealer_Cult,55.2,55.2
Chaos Terminators,40mm,175.0,Chaos_Space_Marines,59.8,59.8
Chaos Terminators,40mm,350.0,Chaos_Space_Marines,59.8,59.8
Eightbound,40mm,135.0,Chaos_Daemons,59.8,59.8
Eightbound,40mm,270.0,Chaos_Daemons,59.8,59.8
Exalted Eightbound,40mm,140.0,Chaos_Daemons,59.8,59.8
Exalted Eightbound,40mm,280.0,Chaos_Daemons,59.8,59.8
Helbrute,60mm,120.0,Chaos_Space_Marines,59.8,59.8
Chaos Spawn,50mm,90.0,Chaos_Space_Marines,55.2,55.2
Chaos Spawn,50mm,90.0,Death_Guard,55.2,55.2
Chaos Land Raider,Use model,220.0,Chaos_Space_Marines,88.32,88.32
Chaos Land Raider,Use model,220.0,Death_Guard,88.32,88.32
Chaos Predator Destructor,Use model,145.0,Space_Marines,73.6,73.6
Chaos Predator Annihilator,Use model,145.0,Space_Marines,73.6,73.6
Forgefiend,120 x 92mm,170.0,Chaos_Space_Marines,69.92,69.92
Maulerfiend,120 x 92mm,150.0,Chaos_Space_Marines,81.88,81.88
Chaos Rhino,Use model,85.0,Chaos_Space_Marines,55.2,55.2
Chaos Rhino,Use model,85.0,Death_Guard,55.2,55.2
Heldrake,120 x 92mm flying base,200.0,Chaos_Space_Marines,69.0,69.0
Khorne Lord of Skulls,Use model,505.0,Chaos_Space_Marines,181.24,181.24
Ancient In Terminator Armour,40mm,75.0,Chaos_Space_Marines,43.24,43.24
Chaplain Cassius,32mm,80.0,Blood_Angels,40.02,40.02
Vashtorr The Arkifane,80mm,175.0,Chaos_Daemons,97.52,97.52
Lion El'jonson,60mm,315.0,Dark_Angels,67.62,67.62
Vigilant Squad,28.5mm,85.0,Grey_Knights,55.2,55.2
Subductor Squad,28.5mm,85.0,Space_Marines,54.28,54.28
Subductor Squad,28.5mm,100.0,Space_Marines,54.28,54.28
Exaction Squad,28.5mm,90.0,Space_Marines,55.2,55.2
Barbgaunts,40mm,55.0,Tyranids,44.16,44.16
Barbgaunts,40mm,110.0,Tyranids,44.16,44.16
Neurogaunts,25mm,45.0,Tyranids,40.02,40.02
Neurogaunts,25mm,90.0,Tyranids,40.02,40.02
Neurotyrant,50mm,105.0,Tyranids,57.5,57.5
Psychophage,120 x 92mm,110.0,Tyranids,55.2,55.2
Screamer-killer,90mm,135.0,Chaos_Daemons,97.52,97.52
Tyranid Warriors With Melee Bio-weapons,50mm,75.0,Tyranids,57.5,57.5
Tyranid Warriors With Melee Bio-weapons,50mm,150.0,Tyranids,57.5,57.5
Tyranid Warriors With Ranged Bio-weapons,50mm,65.0,Tyranids,57.5,57.5
Tyranid Warriors With Ranged Bio-weapons,50mm,130.0,Tyranids,57.5,57.5
Von Ryan's Leapers,40mm,70.0,Tyranids,48.76,48.76
Von Ryan's Leapers,40mm,140.0,Tyranids,48.76,48.76
Winged Tyranid Prime,50mm,65.0,Tyranids,57.5,57.5
Astraeus,160mm,525.0,Craftworlds,52.900000000000006,52.900000000000006
Captain In Phobos Armour,40mm,70.0,Space_Marines,34.04,34.04
Captain On Bike,75 x 25mm,95.0,Orks,55.2,55.2
Centurion Assault Squad,50mm,150.0,Space_Marines,72.68,72.68
Centurion Assault Squad,50mm,300.0,Space_Marines,72.68,72.68
Fellblade,Use model,535.0,Astra_Militarum,55.2,55.2
Gladiator Lancer,100mm,160.0,Space_Marines,88.32,88.32
Ironclad Dreadnought,60mm,150.0,Space_Marines,54.28,54.28
Judiciar,40mm,70.0,Space_Marines,54.28,54.28
Kayvaan Shrike,40mm,100.0,Adeptus_Custodes,37.72,37.72
Kor'sarro Khan,40mm,70.0,Space_Marines,43.24,43.24
Land Raider Helios,Use model,265.0,Drukhari,55.2,55.2
Land Speeder,60mm flying base,80.0,Space_Marines,34.04,34.04
OUTRIDER,90 x 52mm,80.0,Space_Marines,59.8,59.8
OUTRIDER,90 x 52mm,160.0,Space_Marines,59.8,59.8
OUTRIDER,90 x 52mm,60.0,Space_Marines,59.8,59.8
INVADER ATV,Use model,80.0,Space_Marines,54.28,54.28
INVADER ATV,Use model,160.0,Space_Marines,54.28,54.28
INVADER ATV,Use model,60.0,Space_Marines,54.28,54.28
Pedro Kantor,25mm,90.0,Space_Marines,54.28,54.28
Predator Annihilator,Use model,135.0,Space_Marines,73.6,73.6
Predator Destructor,Use model,140.0,Space_Marines,73.6,73.6
Redemptor Dreadnought,90mm,195.0,Space_Marines,59.8,59.8
Reiver Squad,32mm,80.0,Space_Marines,59.8,59.8
Reiver Squad,32mm,160.0,Space_Marines,59.8,59.8
Relic Contemptor Dreadnought,60mm,180.0,Adeptus_Custodes,59.8,59.8
Relic Razorback,Use model,105.0,Space_Marines,54.28,54.28
Repulsor,100mm,180.0,Space_Marines,54.28,54.28
Repulsor Executioner,100mm,220.0,Astra_Militarum,105.8,105.8
Rhino,Use model,75.0,Space_Marines,41.4,41.4
Rhino,Use model,75.0,Space_Marines,56.12,56.12
Rhino,Use model,75.0,Space_Marines,41.4,41.4
Rhino,Use model,75.0,Space_Marines,56.12,56.12
Rhino,Use model,75.0,Grey_Knights,41.4,41.4
Rhino,Use model,75.0,Grey_Knights,56.12,56.12
Rhino,Use model,75.0,Grey_Knights,41.4,41.4
Rhino,Use model,75.0,Grey_Knights,56.12,56.12
Rhino,Use model,75.0,Adepta_Sororitas,41.4,41.4
Rhino,Use model,75.0,Adepta_Sororitas,56.12,56.12
